ID,Title,TMDB_id,IMGID,Release,Runtime,Genres,Language,Cast,Director,Producer,Writer,Sound Designer,Editor,Director of Photography,Composer,Art Direction,Production Design,Costume Design,Makeup Artist,Title
[Film144183],Corn Island,282376,/aXfqkcug2GewkSmpIVdmzMSzu3Q.jpg,2014-09-17,100,"Drama,War",ka,"İlyas Salman,Mariam Buturishvili,Irakli Samushia,Tamer Levent",Giorgi Ovashvili,"Guillaume de Seille,Giorgi Ovashvili,Eike Goreczka,Nino Devdariani,Karla Stojáková",,,Kim Sun-min,Elemér Ragályi,Iosif Bardanashvili,,Agi Ariunsaichan Dawaachu,,,Corn Island
[Film157158],Dangal,360814,/cJRPOLEexI7qp2DKtFfCh7YaaUG.jpg,2016-12-21,161,"Drama,Action",hi,"Aamir Khan,Fatima Sana Shaikh,Sanya Malhotra,Sakshi Tanwar,Aparshakti Khurana",Nitesh Tiwari,"Aamir Khan,Kiran Rao,Siddharth Roy Kapur",,Shajith Koyeri,Ballu Saluja,Sethu Sriram,Pritam Chakraborty,,"Laxmi Keluskar,Sandeep Meher",Maxima Basu,"Vikram Gaikwad,Jogendra Gupta",Dangal
[Film135867],The Visit,298312,/mtMfKRCa2V5b7d9k4piogB72mcY.jpg,2015-09-10,94,"Horror,Thriller,Mystery",en,"Olivia DeJonge,Ed Oxenbould,Deanna Dunagan,Peter McRobbie,Kathryn Hahn",M. Night Shyamalan,"M. Night Shyamalan,Jason Blum",M. Night Shyamalan,,Luke Ciarrocchi,Maryse Alberti,,Scott G. Anderson,Naaman Marshall,Amy Westcott,,The Visit
[Film96553],Robot & Frank,240483,/7NSZS0IrzXQ4peB0usxWYJvDP9m.jpg,2015-01-29,90,"Science Fiction,Adventure,Action",en,"Ben Kingsley,Gillian Anderson,Callan McAuliffe,Ella Hunt,Milo Parker",Jon Wright,"Ian Flooks,Steve Milne,Piers Tempest,Justin Garak","Jon Wright,Mark Stay",,Matt Platts-Mills,Fraser Taggart,,Fiona Gavin,Tom McCullagh,Hazel Webb-Crozier,Nina Ayoub,Robot & Frank
[Film53439],Easy A,37735,/v5f1qO6NJnxWgONgkYg21TW39DT.jpg,2010-09-16,93,Comedy,en,"Emma Stone,Cam Gigandet,Amanda Bynes,Penn Badgley,Dan Byrd",Will Gluck,"Zanne Devine,Will Gluck",Bert V. Royal,,Susan Littenberg,Michael Grady,,Bo Johnson,Marcia Hinds,Mynka Draper,"Tracy Manzo,Donna-Lou Henderson",Easy A
[Film91927],Nymphomaniac: Volume I,249397,/fYLbO4UpumgNHVnsyDQkXG87Q1k.jpg,2013-12-25,124,"Drama,Mystery",en,"Charlotte Gainsbourg,Stellan Skarsgård,Shia LaBeouf,Willem Dafoe,Stacy Martin",Lars von Trier,"Peter Aalbæk Jensen,Louise Vesth,Marie Gade Denessen",Lars von Trier,Kristian Eidnes Andersen,"Molly Malene Stensgaard,Morten Højbjerg",Manuel Alberto Claro,,Alexander Scherer,Simone Grau,,,Nymphomaniac: Volume I
[Film92762],No,375794,/6HfyXfIEywLa2HvcswKi44dDKxL.jpg,2016-09-02,100,Comedy,es,"Omar Chaparro,Martha Higareda,Fernanda Castillo,Carla Adell,Regina Pavón",Nacho G. Velilla,"Martha Higareda,Eddie Allen",Laurence Rosenthal,,Ángel Hernández Zoido,David Omedes,,,,,,No
[Film81209],Elysium,68724,/aRjuJuPXHtVs6YegfeeQWXGRs1E.jpg,2013-08-07,109,"Science Fiction,Action,Drama,Thriller",en,"Matt Damon,Jodie Foster,Sharlto Copley,Diego Luna,Wagner Moura",Neill Blomkamp,"Simon Kinberg,Bill Block,Neill Blomkamp",Neill Blomkamp,Dave Whitehead,"Lee Smith,Julian Clarke",Trent Opaloch,Ryan Amon,"Hania Robledo,Ross Dempster",Philip Ivey,"April Ferry,Giorgio Armani","Gitte Axen,Michelle Lemieux,Carlos Sánchez",Elysium
[Film112299],3 Days to Kill,192102,/sliYPOgeUuf62qktgXbfMBmYvj1.jpg,2014-02-14,113,"Action,Drama,Thriller",en,"Kevin Costner,Hailee Steinfeld,Connie Nielsen,Amber Heard,Tómas Lemarquis",McG,"Luc Besson,Virginie Besson-Silla,Ryan Kavanaugh,Marc Libert,Adi Hasak",,,Audrey Simonaud,Thierry Arbogast,Guillaume Roussel,Natalie Weinmann,"Sébastien Inizan,Jeremy Cassells",Olivier Bériot,,3 Days to Kill
[Film161603],Alone in the Wilderness Part II,81976,/rN7iRwUCpEtceto5qI1BPl1ab8f.jpg,2011-12-02,60,"Documentary,History",en,"Dick Proenneke,Bob Swerer Sr.","Dick Proenneke,Bob Swerer Jr.,Bob Swerer Sr.",,Dick Proenneke,,,,,,,,,Alone in the Wilderness Part II
[Film133879],A Girl Walks Home Alone at Night,252171,/4ririIPMbOnbnZlQGnTYgDIcbxa.jpg,2014-01-19,99,"Horror,Romance",en,"Sheila Vand,Arash Marandi,Marshall Manesh,Mozhan Marnò,Dominic Rains",Ana Lily Amirpour,"Justin Begnaud,Ana Lily Amirpour,Sina Sayyah",,Jay Nierenberg,Alex O'Flinn,Lyle Vincent,"Johnny Jewel,Bei Ru",Sam Kramer,Sergio De La Vega,Natalie O'Brien,"Jill Fogel,Louise Cockburn",A Girl Walks Home Alone at Night
[Film88505],The 3 Rs,396083,/2XhnjrqHI6aLxxGDDBUHTtuD4As.jpg,2016-04-23,120,Music,en,"David Tennant,Catherine Tate,Judi Dench,Benedict Cumberbatch","Gregory Doran,Robin Mason,Bridget Caldwell,Tim Taggart",,,,,,,,,,,The 3 Rs
[Film99029],Cabaret-Berlin: The Wild Scene,,,,,,,,,,,,,,,,,,,Cabaret-Berlin: The Wild Scene
[Film107010],Venus in Fur,197082,/b9pCYixO3ZO7tB303efB3O4nkqC.jpg,2013-05-28,96,Drama,fr,"Emmanuelle Seigner,Mathieu Amalric",Roman Polanski,"Robert Benmussa,Alain Sarde",,,"Hervé de Luze,Margot Meynier",Paweł Edelman,Alexandre Desplat,Bruno Via,Jean Rabasse,Dinah Collin,Didier Lavergne,Venus in Fur
[Film128002],The Imitation Game,205596,/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg,2014-11-14,113,"History,Drama,Thriller,War",en,"Benedict Cumberbatch,Keira Knightley,Matthew Goode,Rory Kinnear,Allen Leech",Morten Tyldum,"Teddy Schwarzman,Nora Grossman,Ido Ostrowsky",,Andy Kennedy,William Goldenberg,Óscar Faura,Alexandre Desplat,"Rebecca Milton,Marco Anton Restivo",Maria Djurkovic,Sammy Sheldon,"Denise Kum,Roo Maurice,Amy Riley",The Imitation Game
[Film199239],Malila: The Farewell Flower,488512,/gibCWbBYtMkNHie2ZnfbOceRjAD.jpg,2017-11-11,94,Drama,th,"Sukollawat Kanarot,Anuchyd Sapanphong,Sumret Muengput",Anucha Boonyawatana,"Anucha Boonyawatana,Donsaron Kovitvanitcha,Kaneenut Ruengrujira,Juthamaj Kaewchart,John Badalu","Anucha Boonyawatana,Waasuthep Ketpetch",,"Chonlasit Upanigkit,Anucha Boonyawatana,Lee Chatametikool",Chaiyapruek Chalermpornpanit,,,,,,Malila: The Farewell Flower
[Film94215],V/H/S,84348,/xVGfCaTwVdZt3lFqtOVhTDqmG58.jpg,2012-07-28,116,"Thriller,Horror",en,"Lane Hughes,Adam Wingard,Hannah Fierman,Joe Swanberg,Sophia Takal","Joe Swanberg,Matt Bettinelli-Olpin,Glenn McQuaid,Ti West,Adam Wingard,David Bruckner,Tyler Gillett,Justin Martinez,Chad Villella","Gary Binkow,Roxanne Benjamin,Brad Miska","Matt Bettinelli-Olpin,Simon Barrett,Glenn McQuaid,Ti West,David Bruckner,Tyler Gillett,Justin Martinez,Chad Villella,Nicholas Tecosky",,"Joe Swanberg,Matt Bettinelli-Olpin,Glenn McQuaid,Ti West,Adam Wingard,David Bruckner,Tyler Gillett,Joe Gressis","Adam Wingard,Tyler Gillett,Justin Martinez,Eric Branco,Andrew Droz Palermo,Michael J. Wilson,Victoria K. Warren",,,,,,V/H/S
[Film42530],Scott Pilgrim vs. the World,22538,/g5IoYeudx9XBEfwNL0fHvSckLBz.jpg,2010-08-12,112,"Comedy,Action,Romance,Fantasy",en,"Michael Cera,Mary Elizabeth Winstead,Ellen Wong,Kieran Culkin,Alison Pill",Edgar Wright,"Edgar Wright,Nira Park,Marc Platt,Eric Gitter",,James Boyle,"Jonathan Amos,Paul Machliss",Bill Pope,,Nigel Churcher,Marcus Rowland,Laura Jean Shannon,,Scott Pilgrim vs. the World
[Film111874],August and After,151047,,2012-01-01,18,,en,,Nathaniel Dorsky,,,,,,,,,,,August and After
[Film191040],Le Mans '66,359724,/dR1Ju50iudrOh3YgfwkAU1g2HZe.jpg,2019-11-13,153,"Drama,Action,History",en,"Christian Bale,Matt Damon,Jon Bernthal,Caitriona Balfe,Josh Lucas",James Mangold,"James Mangold,Jenno Topping,Peter Chernin",Jason Keller,David Gianmarco,"Michael McCusker,Dirk Westervelt,Andrew Buckland",Phedon Papamichael,Marco Beltrami,"Matthew Gatlin,Gary Warshaw,Robert Andrew Johnson,Gustaf Aspegren,Jordan Ferrer",François Audouy,Daniel Orlandi,"Ken Diaz,Randi Mavestrand,Laura Calvo,Alex Noble,Heather Cummings,Cynthia Hernandez,Lexx Staats,Randi Owens Arroyo,Kirsten Coleman,Jeong-Hwa Fonkalsrud",Le Mans '66
[Film59249],Curling,63049,/gacRv2RRysKEKvDCsbGa94pm5UT.jpg,2010-06-01,92,Drama,fr,"Emmanuel Bilodeau,Philomène Bilodeau,Roc LaFortune,Sophie Desmarais,Muriel Dutil",Denis Côté,Stéphanie Morissette,,,Nicolas Roy,Josée Deshaies,,,Marjorie Rhéaume,,,Curling
[Film162481],Deadpool 2,383498,/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,2018-05-10,119,"Action,Comedy,Adventure",en,"Ryan Reynolds,Josh Brolin,Morena Baccarin,Julian Dennison,Zazie Beetz",David Leitch,"Lauren Shuler Donner,Simon Kinberg,Ryan Reynolds",,"Chuck Michael,Martyn Zub","Michael McCusker,Craig Alpert,Dirk Westervelt,Elísabet Ronaldsdóttir",Jonathan Sela,Tyler Bates,"Peter Ochotta,Roger Fires",David Scheunemann,"Kurt Swanson,Bart Mueller",Mike Smithson,Deadpool 2
[Film131089],The Hundred Year-Old Man Who Climbed Out of the Window and Disappeared,145247,/eexokDJNgyfpdTH30s102lSuc9A.jpg,2013-12-25,114,"Adventure,Comedy,Drama",sv,"Robert Gustafsson,Iwar Wiklander,David Wiberg,Mia Skäringer,Jens Hultén",Felix Herngren,"Felix Herngren,Malte Forssell,Henrik Jansson-Schweizer,Patrick Nebout",,,Hendrik Källberg,Göran Hallberg,,"Piroska Szabady,Christian Olander",Mikael Varhelyi,Madeleine Thor,,The Hundred Year-Old Man Who Climbed Out of the Window and Disappeared
[Film55983],A Dangerous Method,48231,/7aU2xjjFhZzQzYXa0UM5JW01N4m.jpg,2011-09-30,99,"Drama,Thriller",en,"Keira Knightley,Viggo Mortensen,Michael Fassbender,Sarah Gadon,Vincent Cassel",David Cronenberg,Jeremy Thomas,,,Ronald Sanders,Peter Suschitzky,Howard Shore,"Anja Fromm,Francis 'Kiko' Soeder,Nina Hirschberg",James McAteer,Denise Cronenberg,Nadia Homri,A Dangerous Method
[Film158775],Scorched Water,351229,,2015-04-24,76,Documentary,es,"Roberto Altamirano Hernandez,Dolores Benitez,José Luis Aries Castillo,Raquel González Sánchez",Alexander Hick,,,,,,,,,,,Scorched Water
[Film131583],When Marnie Was There,242828,/vug1dvDI1tSa60Z8qjCuUE7ntkO.jpg,2014-07-19,103,"Animation,Drama",ja,"Sara Takatsuki,Kasumi Arimura,Nanako Matsushima,Susumu Terajima,Toshie Negishi",Hiromasa Yonebayashi,"Koji Hoshino,Yoshiaki Nishimura,Masami Hosokawa,Tomoko Nakayama",,,Rie Matsubara,Atsushi Okui,,Yohei Taneda,Yohei Taneda,,,When Marnie Was There
[Film107186],Frozen,109445,/kgwjIb2JDHRhNk13lmSxiClFjVk.jpg,2013-11-20,102,"Animation,Family,Adventure,Fantasy",en,"Kristen Bell,Idina Menzel,Jonathan Groff,Frank Welker,Josh Gad","Chris Buck,Jennifer Lee",Peter Del Vecho,,"Odin Benitez,Angelo Palazzo",Jeff Draheim,,"Christophe Beck,Jake Monaco",Michael Giaimo,David Womersley,,,Frozen
[Film180988],A Rainy Day in New York,475303,/z4A6mFOLTMZAhCSPRyrtzG0SPbd.jpg,2019-07-26,92,"Comedy,Romance",en,"Timothée Chalamet,Elle Fanning,Selena Gomez,Jude Law,Diego Luna",Woody Allen,"Letty Aronson,Erika Aronson",Woody Allen,,Alisa Lepselter,Vittorio Storaro,,James C. Feng,Santo Loquasto,Suzy Benzinger,,A Rainy Day in New York
[Film61628],Into Eternity,54527,/hzINyIeovFPMwtwMteSuXdByCby.jpg,2010-11-12,75,Documentary,en,"Carl Reinhold Bråkenhjelm,Michael Madsen,Wendla Paile,Esko Roukola",Michael Madsen,,"Michael Madsen,Jesper Bergman",,Daniel Dencik,Heikki Färm,,,,,,Into Eternity
[Film93018],Wrong,125509,/i9prGtsGbWzaH30bp8TXPEs6QGm.jpg,2012-10-23,91,"Horror,Thriller",en,"Camilla Arfwedson,Doug Bradley,Roxanne McKee,Borislav Iliev,Finn Jones",Declan O'Brien,"Jeffery Beach,Phillip J. Roth",Declan O'Brien,,"Stein Myhrstad,Ludmil Kazakov",Emil Topuzov,Claude Foisy,,Kess Bonnet,,"Mariana Love,Ralitsa Roth,Dessislava Manassieva",Wrong
[Film82252],Stoker,86825,/sdmykiEBpNivXMeuxaEwyc0vxyM.jpg,2013-02-28,99,"Drama,Horror,Thriller",en,"Mia Wasikowska,Nicole Kidman,Matthew Goode,Dermot Mulroney,Jacki Weaver",Park Chan-wook,"Ridley Scott,Tony Scott,Michael Costigan",Wentworth Miller,"Chuck Michael,John Morris",Nicolas De Toth,Jeong Jeong-hun,Clint Mansell,Wing Lee,Thérèse DePrez,"Kurt Swanson,Bart Mueller","Gloria Belz,Kyra Panchenko,Jennifer Albada",Stoker
[Film125818],Paddington,116149,/y7lFcSKhFrcelocr2VFflJnVzIH.jpg,2014-11-24,96,"Comedy,Adventure,Family",en,"Ben Whishaw,Hugh Bonneville,Sally Hawkins,Samuel Joslin,Madeleine Harris",Paul King,"David Heyman,James Joseph McDonald",,Glenn Freemantle,Mark Everson,Erik Wilson,Nick Urata,,Gary Williamson,Lindy Hemming,,Paddington
[Film174650],Small Town Crime,412000,/rugVJBckJmJtHQaamcxeLWbp98E.jpg,2018-01-19,91,"Thriller,Crime,Mystery",en,"John Hawkes,Octavia Spencer,Anthony Anderson,Robert Forster,Clifton Collins Jr.","Eshom Nelms,Ian Nelms","John J. Kelly,Brad Johnson,Parisa Caviani","Eshom Nelms,Ian Nelms",,Traton Lee,Johnny Derango,Chris Westlake,,Lauren Spalding,Catherine Velosa,,Small Town Crime
[Film147584],Aferim!,319993,/nngOnxtWDq9tc3biO6a7xT8gYK1.jpg,2015-03-06,108,"Drama,History",ro,"Teodor Corban,Mihai Comanoiu,Toma Cuzin,Alexandru Dabija",Radu Jude,"Ada Solomon,Ioana Draghici",,,Catalin Cristutiu,Marius Panduru,"Antonie Pantoleon-Petroveanu,Trei Parale",Adrian Cristea,Augustina Stanciu,Dana Paparuz,,Aferim!
[Film121206],Willow Creek,185460,/8pP4tEeM7R6G4MSyxhFblwCja1P.jpg,2013-05-02,80,"Adventure,Horror,Mystery,Thriller",en,"Alexie Gilmore,Bryce Johnson,Peter Jason,Timmy Red,Bucky Sinister",Bobcat Goldthwait,"Aimee Pierson,Sarah de Sa Rego",Bobcat Goldthwait,,Jason Stewart,Evan Phelan,,,,Sarah de Sa Rego,,Willow Creek
[Film141576],John Wick,245891,/fZPSd91yGE9fCcCe6OoQr6E3Bev.jpg,2014-10-22,101,"Action,Thriller",en,"Keanu Reeves,Michael Nyqvist,Alfie Allen,Willem Dafoe,Dean Winters",Chad Stahelski,"James McTeigue,David Leitch,Eva Longoria,Basil Iwanyk,Mike Witherill",,Alan Rankin,Elísabet Ronaldsdóttir,Jonathan Sela,Tyler Bates,C.J. Simpson,Dan Leigh,Luca Mosca,,John Wick
[Film188373],YuruYuri Summer Vacation!,360403,/q6PUdN5fOh4aH1tPM0GcjNCC2su.jpg,2014-11-29,63,"Animation,Comedy",ja,Yuka Otsubo,Hiroyuki Hata,,,,Kentaro Tsubone,Kazuya Iwai,Yoshiaki Fujisawa,Chikako Shibata,,,,YuruYuri Summer Vacation!
[Film131162],Lenny Cooke,174374,/po2uVDbybo06XXdxbGfIeWVkMKc.jpg,2013-12-06,88,Documentary,en,"Lenny Cooke,LeBron James,Carmelo Anthony,Chris Bosh,Joakim Noah","Josh Safdie,Benny Safdie",Adam Shopkorn,,,Benny Safdie,,,,,,,Lenny Cooke
[Film43308],Ip Man 2: Legend of the Grandmaster,,,,,,,,,,,,,,,,,,,Ip Man 2: Legend of the Grandmaster
[Film98585],Five Broken Cameras,84170,/apeUMHmqTK8pIRlXywdfgUikKXz.jpg,2011-11-23,90,"War,Documentary",en,"Emad Burnat,Mohammed Burnat","Emad Burnat,Guy Davidi",,,,,,,,,,,Five Broken Cameras
[Film121878],One. Two. One.,,,,,,,,,,,,,,,,,,,One. Two. One.
[Film186242],6 Underground,509967,/lnWkyG3LLgbbrIEeyl5mK5VRFe4.jpg,2019-12-10,128,"Action,Thriller,Comedy",en,"Ryan Reynolds,Mélanie Laurent,Manuel Garcia-Rulfo,Ben Hardy,Adria Arjona",Michael Bay,"Michael Bay,Ian Bryce,Dana Goldberg,Don Granger,David Ellison","Rhett Reese,Paul Wernick","Brandon Jones,Erik Aadahl,Ethan van der Ryn,Jason W. Jennings","William Goldenberg,Roger Barton,Calvin Wimmer",Bojan Bazelli,Lorne Balfe,"Anshuman Prasad,Géza Kerti",Jeffrey Beecroft,Jany Temime,"Jonathan Seti,Silvia Persica,Stefania Pellegrini",6 Underground
[Film173113],John Wick: Chapter 3 – Parabellum,458156,/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg,2019-05-15,130,"Action,Thriller,Crime",en,"Keanu Reeves,Halle Berry,Laurence Fishburne,Mark Dacascos,Asia Kate Dillon",Chad Stahelski,"Basil Iwanyk,Erica Lee",,"Luke Gibleon,Alan Rankin,Martyn Zub",Evan Schiff,Dan Laustsen,"Tyler Bates,Joel J. Richard","Naaman Marshall,Teddy Setiawan",Kevin Kavanaugh,,,John Wick: Chapter 3 – Parabellum
[Film147508],Going Clear: Scientology and the Prison of Belief,318224,/p0En1qZ9K87swEzFMfI3ckPLunP.jpg,2015-01-25,119,Documentary,en,"Paul Haggis,Jason Beghe,Alex Gibney,Lawrence Wright,Sherry Stringfield",Alex Gibney,"Lawrence Wright,Alex Gibney,Kristen Vaurio",Alex Gibney,,Andy Grieve,Samuel Painter,Will Bates,,,,,Going Clear: Scientology and the Prison of Belief
[Film141879],Magical Girl,282983,/zrTIsngoDR5ekQJBtpSfJtnnxu4.jpg,2014-09-07,127,"Drama,Thriller",es,"Bárbara Lennie,José Sacristán,Luis Bermejo,Lucía Pollán,Israel Elejalde",Carlos Vermut,"Amadeo Hernández,Pedro Hernández Santos,Álvaro Portanet",Carlos Vermut,,Emma Tusell,,,Carlos Vermut,,Iratxe Sanz,,Magical Girl
[Film164598],Ad Astra,419704,/xBHvZcjRiWyobQ9kxBhO6B2dtRI.jpg,2019-09-17,123,"Science Fiction,Drama",en,"Brad Pitt,Tommy Lee Jones,Ruth Negga,John Ortiz",James Gray,"Brad Pitt,Arnon Milchan,Dede Gardner,James Gray,Anthony Katagas,Jeremy Kleiner,Rodrigo Teixeira",,Gary Rydstrom,"John Axelrad,Lee Haugen",Hoyte van Hoytema,Max Richter,"Kevin Constant,David E. Scott,Gary Warshaw",Kevin Thompson,,"Akiko Matsumoto,Victor Del Castillo,Cassie Lyons,Gunn Espegard,Keiko Wedding",Ad Astra
[Film96594],It's a Disaster,114779,/hZEHuBDBiN7GkjUT2nXN2kIsPtU.jpg,2013-04-12,86,Comedy,en,"Julia Stiles,David Cross,America Ferrera,Rachel Boston",Todd Berger,"Gordon Bijelonic,Datari Turner,Kevin M. Brennan,Jeff Grace,Brett D. Thompson",Todd Berger,Andy Hay,Franklin Peterson,Nancy Schreiber,,Gigi Barbes,Peter K. Benson,Karen Mann,Shauna O'Toole,It's a Disaster
[Film218732],Amuse-gueule #1: Digital Destinies,168691,,2012-01-01,12,,en,,Gina Telaroli,,,,,,,,,,,Amuse-gueule #1: Digital Destinies
[Film182755],Hotel Artemis,406761,/vaZMpZOhhkKOYz0MHCx4vDABwgP.jpg,2018-06-07,94,"Thriller,Science Fiction,Action",en,"Jodie Foster,Sterling K. Brown,Sofia Boutella,Jeff Goldblum,Brian Tyree Henry",Drew Pearce,"Marc Platt,Adam Siegel,Stephen Cornwell,Simon Cornwell",,Wylie Stateman,"Paul Zucker,Gardner Gould",Jeong Jeong-hun,Cliff Martinez,"Jonathan Carlos,Samantha Avila",Ramsey Avery,Lisa Lovaas,,Hotel Artemis
[Film174367],Ambulance/Gaza,414509,/wXIGKpDPIbwrovAK3qh5Bqt20an.jpg,2017-06-07,80,Documentary,ar,"Mohamed Jabaly,Abo Marzouq Khader Al-Helo,Abd-Razaq Al-Helo,Abo Nedal Ramadan Harazeen",Mohamed Jabaly,,Mohamed Jabaly,,,,,,,,,Ambulance/Gaza
[Film120624],Short Term 12,169813,/qKnsyaJZLXfiL2JhIJEkpA8C3LU.jpg,2013-08-23,96,Drama,en,"Brie Larson,John Gallagher Jr.,Kaitlyn Dever,Rami Malek,Lakeith Stanfield",Destin Daniel Cretton,"Joshua Astrachan,Asher Goldstein,Ron Najor,Maren Olson",Destin Daniel Cretton,,Nat Sanders,Brett Pawlak,Joel P. West,Grace Alie,Rachel Myers,"Mirren Gordon-Crozier,Joy Cretton",,Short Term 12
[Film114006],Blue Jasmine,160588,/zLdLiUJfueZBctdv8OvkmGXEHEC.jpg,2013-08-01,99,Drama,en,"Alec Baldwin,Cate Blanchett,Louis C.K.,Bobby Cannavale,Andrew Dice Clay",Woody Allen,"Letty Aronson,Stephen Tenenbaum,Edward Walson",,,Alisa Lepselter,Javier Aguirresarobe,,"Michael E. Goldman,Douglas Huszti",Santo Loquasto,,,Blue Jasmine
[Film154035],Thor: Ragnarok,284053,/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,2017-10-25,131,"Action,Adventure,Fantasy,Science Fiction",en,"Chris Hemsworth,Tom Hiddleston,Cate Blanchett,Tessa Thompson,Jeff Goldblum",Taika Waititi,Kevin Feige,"Craig Kyle,Christopher L. Yost,Eric Pearson","David Farmer,Shannon Mills,Nia Hansen",Zene Baker,Javier Aguirresarobe,Mark Mothersbaugh,"Richard Hobbs,Brendan Heffernan,Bill Booth,Alex McCarroll,Laura Ng","Dan Hennah,Ra Vincent",Mayes C. Rubeo,"Megan Tanner,Donald McInnes,Karen Kelly",Thor: Ragnarok
[Film143022],United States of Love,377158,/tLb8Gc5i5xTCl7ahbclf3q8zI4g.jpg,2016-07-29,104,Drama,pl,"Julia Kijowska,Magdalena Cielecka,Dorota Kolak,Łukasz Simlat,Andrzej Chyra",Tomasz Wasilewski,"Piotr Kobus,Agnieszka Drewno",Tomasz Wasilewski,,Beata Walentowska,Oleg Mutu,,"Katarzyna Sobanska-Strzalkowska,Marcel Sławiński",,,,United States of Love
[Film157495],Shin Godzilla,315011,/jPNShaWZMpVF0iQ7j1dvTuZLD20.jpg,2016-07-29,120,"Action,Science Fiction,Horror",ja,"Hiroki Hasegawa,Yutaka Takenouchi,Satomi Ishihara,Kengo Kora,Satoru Matsuo",Hideaki Anno,"Kazutoshi Wadakura,Yoshihiro Satô,Taichi Ueda,Masaya Shibusawa",,Hideaki Anno,"Hideaki Anno,Atsuki Sato",Kosuke Yamada,Shiro Sagisu,"Mahiro Maeda,Eri Sakushima","Yūji Hayashida,Eri Sakushima",,,Shin Godzilla
[Film144265],No No: A Dockumentary,250665,/9jMEwDxD3dmeqE3rPRo90iaSoZf.jpg,2014-01-20,100,Documentary,en,,Jeffrey Radice,Mike Blizzard,,,,John Fiege,,,,,,No No: A Dockumentary
[Film193896],1985,502220,/mV7QRq3nI238vxlbyXRYFQKfbyL.jpg,2018-10-26,85,Drama,en,"Cory Michael Smith,Virginia Madsen,Michael Chiklis,Jamie Chung,Aidan Langford",Yen Tan,"Ash Christian,Hutch",,,"Yen Tan,Hutch",,Curtis Heath,,Brittany Ingram,Nichole Hull,Melissa McFadyen,1985
[Film169664],Voluptuous Sleep,328462,/kJgUKLAlKNMbKFns0dU8I0499iO.jpg,2011-10-08,95,,en,,Betzy Bromberg,,,,,,,,,,,Voluptuous Sleep
[Film57647],And Everything Is Going Fine,50779,/eKZS0Pib1D2RgfKDvyJM2EulBql.jpg,2010-06-04,89,Documentary,en,Spalding Gray,Steven Soderbergh,"Amy Hobby,Joshua Blum,Kathie Russo",,,Susan Littenberg,,Forrest Gray,,,,,And Everything Is Going Fine
[Film160216],Band of Robbers,333675,/3gI49YGN95dfipPoofOdQlEkqqr.jpg,2016-01-15,95,"Adventure,Comedy,Crime,Thriller",en,"Kyle Gallner,Adam Nee,Matthew Gray Gubler,Hannibal Buress","Adam Nee,Aaron Nee","Rick Rosenthal,Matt Ratner,John Will,Arun Kumar","Adam Nee,Aaron Nee",,"Adam Nee,Aaron Nee",Noah Rosenthal,Joel P. West,Allison Honeycutt,Rodrigo Cabral,Autumn Steed,,Band of Robbers
[Film201350],Give Me Liberty,565720,/dua9PHGjGE8dmnYyp6CyfFUbO0Y.jpg,2019-07-24,110,"Comedy,Drama",en,"Chris Galust,Lauren Spencer,Maxim Stoyanov,Darya Ekamasova,Steve Wolski",Kirill Mikhanovsky,"George Rush,Kirill Mikhanovsky,Sergey Shtern,Alice Austen,Val Abel","Kirill Mikhanovsky,Alice Austen",,Kirill Mikhanovsky,Wyatt Garfield,,Moira Tracey,Bart Mangrum,Kate Grube,,Give Me Liberty
[Film98964],Prisoners,146233,/tuZhZ6biFMr5n9YSVuHOJnNL1uU.jpg,2013-09-18,153,"Drama,Thriller,Crime",en,"Hugh Jackman,Jake Gyllenhaal,Maria Bello,Terrence Howard,Paul Dano",Denis Villeneuve,"Broderick Johnson,Andrew A. Kosove,Kira Davis,Adam Kolbrenner",Aaron Guzikowski,Tom Ozanich,"Joel Cox,Gary D. Roach",Roger Deakins,Jóhann Jóhannsson,Paul D. Kelly,Patrice Vermette,Renée April,Pamela S. Westmore,Prisoners
[Film146124],The End of the Tour,249688,/3fEuVd8Xorwtk5kFVvyiNlOtcIw.jpg,2015-07-31,106,Drama,en,"Jason Segel,Jesse Eisenberg,Anna Chlumsky,Mamie Gummer,Joan Cusack",James Ponsoldt,"David Kanter,Matt DeRoss,James Dahl",Donald Margulies,,Darrin Navarro,Jakob Ihre,Danny Elfman,Sarah M. Pott,Gerald Sullivan,Emma Potter,,The End of the Tour
[Film134434],Nymphomaniac: Volume II,249397,/fYLbO4UpumgNHVnsyDQkXG87Q1k.jpg,2013-12-25,124,"Drama,Mystery",en,"Charlotte Gainsbourg,Stellan Skarsgård,Shia LaBeouf,Willem Dafoe,Stacy Martin",Lars von Trier,"Peter Aalbæk Jensen,Louise Vesth,Marie Gade Denessen",Lars von Trier,Kristian Eidnes Andersen,"Molly Malene Stensgaard,Morten Højbjerg",Manuel Alberto Claro,,Alexander Scherer,Simone Grau,,,Nymphomaniac: Volume II
